"message_id","feat","avg(empathy.empathy)","avg(empathy.distress)","avg(empathy.empathy_bin)","avg(empathy.distress_bin)","test_fold"
"R_1n8frNuDYCk5bfB_1","absolutely","4.0000526","5.4868421","0.5263","0.8947","0"
"R_2Y3T8M1nbUNrgGx_1","abstract","6.3330000","7.0000000","1.0000","1.0000","8"
"R_tPuj2guRW2IW3Ul_2","absurd","2.6670000","3.0000000","0.5000","0.5000","8"
"R_2AShlPLXEZW4TNc_2","abu","5.3330000","4.0000000","1.0000","1.0000","7"
"R_3oTOlb2UT21kncA_5","abubakar","5.5000000","5.7500000","1.0000","1.0000","6"
"R_3oTOlb2UT21kncA_5","abuja","5.5000000","5.7500000","1.0000","1.0000","6"
"R_3qDqiG7g35x0oqN_5","abundant","4.3330000","2.8750000","1.0000","0.0000","1"
"R_1GTTZIslL1qczgw_5","abuse","4.1309286","4.7321429","0.6429","0.7143","0"
"R_26l2l9FSAQm96PJ_5","abused","4.4445556","4.3333333","0.6667","0.4444","0"
"R_3nO7FHqWC8lR70A_1","abuser","3.6665000","4.0000000","0.5000","0.5000","7"
"R_3njSNhzart0R0sE_4","abusers","4.1670000","4.0000000","1.0000","1.0000","0"
"R_2YArZsw1g1y22lR_3","abuses","3.3890000","3.8333333","0.6667","0.3333","2"
"R_1CwqF3XMcOybgIW_2","abusing","4.9167500","5.6875000","0.7500","1.0000","2"
"R_3npi2r9WK3X6C5j_1","abut","3.8330000","6.6250000","0.0000","1.0000","6"
"R_3JhpdFn06BA1uDA_1","academia","1.0000000","1.8750000","0.0000","0.0000","1"
"R_1pERSTMtylH2tus_2","academic","3.5000000","3.5000000","0.0000","0.0000","1"
"R_D6kCbvPIjlUSHAd_3","academics","1.5000000","1.0000000","0.0000","0.0000","6"
"R_3nTvynbDUYQMWU7_1","academy","2.8335000","4.3125000","0.0000","0.5000","1"
"R_2B4puxXUMXitzLT_4","accelerating","6.0000000","6.0000000","1.0000","1.0000","0"
"R_22Pw5eZwHTEvBrR_4","accept","2.8810000","3.6250000","0.4286","0.2857","1"
"R_3rPu02mAYdW61Xg_2","acceptable","2.5208750","4.5937500","0.1250","0.6250","0"
"R_1FPPdbnLwSGuNfD_2","acceptance","5.3330000","6.2500000","1.0000","1.0000","0"
"R_1n8frNuDYCk5bfB_4","accepted","3.7334000","5.0500000","0.6000","0.6000","0"
"R_3nIBkYebSUyUro6_1","accepting","3.7917500","2.8437500","0.5000","0.5000","2"
"R_2rB0hjJf3MDIvLy_3","access","3.7083125","3.0234375","0.5625","0.3125","1"
"R_1nSHXIH282d3nd3_4","accessed","4.6670000","5.1250000","1.0000","1.0000","1"
"R_1FPPdbnLwSGuNfD_1","accessible","6.5000000","4.5625000","1.0000","0.5000","2"
"R_3HuhNUxFcsxCt8c_5","accident","4.2954545","4.3806818","0.6818","0.7273","0"
"R_2EougSpp1xd4X4Z_5","accidents","4.9166250","4.3593750","0.7500","0.6250","0"
"R_3npi2r9WK3X6C5j_4","acclaimed","4.5000000","4.0000000","1.0000","1.0000","2"
"R_2B8Px06tE3ZGxiX_1","accompanying","3.5000000","4.3750000","0.0000","1.0000","3"
"R_2V1EtzSABylaDxN_5","accomplish","2.2500000","2.2500000","0.0000","0.0000","3"
"R_2YSo0mxaFU2yiU6_2","accomplished","4.5000000","5.4583333","0.6667","0.6667","1"
"R_23f3EJw0565sPzq_3","accomplishments","4.0000000","4.1250000","0.5000","0.5000","2"
"R_2R2E5hgGHIaKHXz_4","accord","1.6665000","2.6250000","0.0000","0.5000","2"
"R_1IRRIFlrEvyBc83_2","according","4.6459375","4.2187500","0.6875","0.6875","0"
"R_1JIKlQNZtgmcU6i_4","accordingly","7.0000000","7.0000000","1.0000","1.0000","6"
"R_2V1EtzSABylaDxN_2","accords","2.5835000","3.5000000","0.5000","0.5000","5"
"R_1pWjqW6tA6K6MYj_2","account","3.0000000","3.6696429","0.2857","0.5000","0"
"R_1jiDZxx7qFmkgVt_1","accountability","3.3890000","4.7500000","0.3333","1.0000","0"
"R_2ZHUXU5dQB2meI7_5","accountable","3.2085000","4.7500000","0.2500","0.7500","0"
"R_oY0TBfB1OYyRdC1_1","accounted","1.3330000","3.0000000","0.0000","0.0000","7"
"R_PXOlJ2jSCXLT3Ff_2","accounting","3.1670000","3.6250000","0.0000","0.0000","7"
"R_3mmXh2LU82nVg96_1","accounts","2.9000000","4.5375000","0.4000","0.6000","1"
"R_vUBJ2mNrSE6rEGd_1","accumulate","2.5000000","1.3750000","0.0000","0.0000","5"
"R_3O7WLq2c6Zv9pVO_4","accurate","1.0000000","1.0000000","0.0000","0.0000","1"
"R_1pERSTMtylH2tus_4","accusations","3.6670000","2.8750000","0.0000","0.0000","3"
"R_3qjkVDIjECLKnKZ_5","accuse","2.0000000","6.0000000","0.0000","1.0000","9"
"R_1pERSTMtylH2tus_5","accused","3.8610000","3.9375000","0.5000","0.6667","0"
"R_1Iu8tApfebA0WZs_2","accusing","4.5000000","5.6250000","0.5000","1.0000","1"
"R_10Oubo14iYzYg4P_4","accustomed","1.9165000","1.3750000","0.0000","0.0000","0"
"R_2tDV8bFKDgO3SKV_2","achieve","3.9165000","3.0000000","0.5000","0.5000","3"
"R_3qjkVDIjECLKnKZ_1","achieved","5.6665000","2.0625000","1.0000","0.0000","0"
"R_PBbNxpYdnlgFsU9_3","achievement","3.5000000","4.7500000","0.0000","1.0000","2"
"R_3lEy7CLfIzh1GHd_2","acknowledge","3.0835000","4.1562500","0.5000","0.7500","1"
"R_sYY3M27k4zjwPfz_1","acknowledged","5.0000000","5.0000000","1.0000","1.0000","9"
"R_ddqYcWLm4IGB1yF_4","acquire","4.3330000","6.8750000","1.0000","1.0000","3"
"R_yTT1WD1ol6za3Jf_1","acquiring","4.8335000","6.5000000","0.5000","1.0000","5"
"R_5jRlP3nKHGclOFj_4","acquitted","5.8330000","6.0000000","1.0000","1.0000","1"
"R_1OPuFFg74ePvEHb_2","acres","4.2502500","3.8750000","0.7500","0.5000","0"
"R_1Io8qG15wprv7wG_2","acrobatic","6.8330000","1.6250000","1.0000","0.0000","0"
"R_1LhyOz9jrkIJQCi_4","across","4.1263448","3.9568966","0.5862","0.5517","0"
"R_2ZHUXU5dQB2meI7_5","act","3.8655806","4.5604839","0.5484","0.6129","0"
