"message_id","feat","avg(empathy.empathy)","avg(empathy.distress)","avg(empathy.empathy_bin)","avg(empathy.distress_bin)","test_fold"
"R_5BjrkiX7wiiuXFn_4","220","5.8330000","2.6250000","1.0000","0.0000","3"
"R_2EougSpp1xd4X4Z_2","23","3.4165000","5.8125000","0.0000","1.0000","5"
"R_2xIXWgIt65WqCB5_4","230","3.9165000","3.8750000","0.5000","0.5000","3"
"R_3ERvdNjTrRhQlWO_3","24","5.2500000","5.0000000","1.0000","1.0000","5"
"R_2B8Px06tE3ZGxiX_5","24-hour","4.6670000","4.3750000","1.0000","1.0000","0"
"R_1pERSTMtylH2tus_5","25","5.3332500","4.6562500","0.7500","0.5000","0"
"R_1mFvDu8OiiYboIA_5","250","2.8330000","1.0000000","0.0000","0.0000","1"
"R_2AEUozhKdiOv2dz_4","25000","1.8330000","1.0000000","0.0000","0.0000","1"
"R_1LhyOz9jrkIJQCi_4","26","4.5000000","2.0000000","1.0000","0.0000","0"
"R_1DDb7pcl8PkL7Rz_2","270","3.5000000","4.6250000","0.0000","1.0000","8"
"R_1Iu8tApfebA0WZs_5","28","2.8330000","5.3750000","0.0000","1.0000","9"
"R_1LhyOz9jrkIJQCi_4","29","4.8886667","3.2083333","1.0000","0.3333","0"
"R_1CwqF3XMcOybgIW_4","2m","4.5000000","5.1250000","1.0000","1.0000","4"
"R_1FPPdbnLwSGuNfD_1","2nd","5.0000000","4.8750000","0.5000","0.5000","2"
"R_2Qya6z7Tq9vKDU6_1","3","4.2333000","3.9000000","0.5000","0.5000","0"
"R_3R4lpvpSZKNYUCN_4","3,000","4.8330000","5.2500000","1.0000","1.0000","1"
"R_3oTOlb2UT21kncA_3","3-year-old","6.0000000","5.8750000","1.0000","1.0000","4"
"R_3mmXh2LU82nVg96_3","3.6","5.8330000","5.5000000","1.0000","1.0000","0"
"R_1IRRIFlrEvyBc83_5","30","3.2998000","3.4000000","0.4000","0.6000","1"
"R_1pERSTMtylH2tus_5","30,000","3.3330000","3.5000000","0.0000","0.0000","0"
"R_xyg9o2AhhGJI11L_1","300","2.0000000","4.0000000","0.0000","0.5000","5"
"R_3R4lpvpSZKNYUCN_1","30km","5.5000000","5.5000000","1.0000","1.0000","4"
"R_1OPuFFg74ePvEHb_4","31","5.6666667","5.7083333","1.0000","1.0000","0"
"R_3ffqM7eI6MDHtwo_4","32","3.5000000","5.0000000","0.0000","1.0000","3"
"R_3ffqM7eI6MDHtwo_4","35","3.0835000","3.6875000","0.0000","0.5000","3"
"R_O8rkxaPvmC2DHTX_1","35-year","4.8330000","5.3750000","1.0000","1.0000","8"
"R_3npi2r9WK3X6C5j_3","350","5.3330000","4.6250000","1.0000","1.0000","5"
"R_3F2IgdLQxHPguO2_3","37","5.5000000","5.8750000","1.0000","1.0000","5"
"R_3ffqM7eI6MDHtwo_4","38","3.5000000","5.0000000","0.0000","1.0000","3"
"R_1pERSTMtylH2tus_2","39","3.5000000","3.5000000","0.0000","0.0000","1"
"R_2eUtceWIPn47x8l_2","3rd","3.9165000","5.2500000","0.5000","0.5000","4"
"R_2xJIlWl26lfyw8n_2","4","3.7963333","4.3888889","0.4444","0.7778","1"
"R_Q9TGvokg2x7BPsB_5","4.50","4.0000000","1.5000000","1.0000","0.0000","6"
"R_1FPPdbnLwSGuNfD_1","40","7.0000000","6.8750000","1.0000","1.0000","2"
"R_1Ca4HzZe2UzxzWV_5","400","4.7776667","4.2916667","0.6667","0.6667","2"
"R_3g5YX0YfRdSSVHx_1","40s","4.8330000","4.0000000","1.0000","1.0000","9"
"R_1PSGwxsE86F4twO_4","41","4.8330000","6.3750000","1.0000","1.0000","2"
"R_3ffqM7eI6MDHtwo_4","42","3.5000000","5.0000000","0.0000","1.0000","3"
"R_2woWYw6rHTgQXfH_1","43","4.1665000","3.2500000","0.5000","0.5000","2"
"R_25T5ImOfpOm39RP_3","4th","3.5830000","2.9375000","0.5000","0.5000","6"
"R_2w5APqi1FRXTcaf_4","5","4.0741111","4.2916667","0.5556","0.6667","0"
"R_1OPuFFg74ePvEHb_2","5,000","5.4170000","5.4375000","1.0000","1.0000","0"
"R_3mmXh2LU82nVg96_1","5,300","5.5000000","5.6250000","1.0000","1.0000","1"
"R_3ERvdNjTrRhQlWO_4","5.0","3.0000000","1.6250000","0.0000","0.0000","8"
"R_1pERSTMtylH2tus_2","50","3.5835000","3.1875000","0.0000","0.0000","1"
"R_OPS9EZNTzb221uF_3","50's","3.3330000","3.3750000","0.0000","0.0000","2"
"R_2woWYw6rHTgQXfH_2","500","5.3886667","2.5000000","1.0000","0.0000","0"
"R_57k7MIpd4IfEJ8d_4","5000","2.7223333","3.5000000","0.3333","0.6667","1"
"R_8okZZbyblCqsFNv_4","55","6.5000000","5.0000000","1.0000","1.0000","6"
"R_2xIXWgIt65WqCB5_5","56","6.1670000","5.7500000","1.0000","1.0000","3"
"R_3ElKNT2rbrUZYdR_2","6","3.7000000","4.0000000","0.4000","0.6000","0"
"R_sYY3M27k4zjwPfz_3","6'0","7.0000000","6.7500000","1.0000","1.0000","6"
"R_25T5ImOfpOm39RP_3","6,000","4.3330000","4.8750000","1.0000","1.0000","6"
"R_5BjrkiX7wiiuXFn_4","6.4","6.1665000","3.8125000","1.0000","0.5000","3"
"R_3F2IgdLQxHPguO2_4","60","5.7915000","5.3437500","1.0000","1.0000","1"
"R_2AShlPLXEZW4TNc_5","600","3.6670000","3.6250000","0.0000","0.0000","3"
"R_10Tabapshu2tvvK_2","6000","4.6670000","6.3750000","1.0000","1.0000","3"
"R_1rftZXLZ8DysqyC_2","60s","4.0835000","4.0625000","0.5000","0.5000","3"
"R_088bdUkTs4jYl7b_4","63","1.0000000","3.0000000","0.0000","0.0000","3"
"R_3npi2r9WK3X6C5j_4","65","4.5000000","4.0000000","1.0000","1.0000","2"
"R_1pVzLvHEgb6ay4E_5","66","3.6670000","6.1250000","0.0000","1.0000","4"
"R_1mCXoR0Phty4GNS_5","6:30","3.3330000","2.5000000","0.0000","0.0000","5"
"R_b1TbRrcCazNh0Qx_4","7","1.0000000","1.7500000","0.0000","0.0000","0"
"R_CaD7yFl7q5MrzCp_1","70","4.5000000","5.3750000","1.0000","1.0000","0"
"R_11d2f4aGBETtClb_5","70's","5.8330000","2.8750000","1.0000","0.0000","6"
"R_b9PntTdyM0vgfbb_1","700","6.0556667","4.8333333","1.0000","0.6667","3"
"R_qxegiSp0tG2ayxb_4","70000","6.5000000","5.6250000","1.0000","1.0000","4"
"R_sYY3M27k4zjwPfz_3","70s","7.0000000","6.7500000","1.0000","1.0000","6"
"R_6S8yzbSVDy85saJ_3","74","6.5000000","1.0000000","1.0000","0.0000","0"
"R_1DZ3upqcIzFhtH3_4","75","3.8890000","3.6666667","0.6667","0.3333","3"
"R_1rfDsNtkx9ueNuH_1","750","4.6670000","4.2500000","1.0000","1.0000","5"
"R_2YArZsw1g1y22lR_3","78","3.8890000","4.5833333","0.6667","0.6667","2"
"R_2Qya6z7Tq9vKDU6_5","783","5.3330000","5.1250000","1.0000","1.0000","3"
"R_wSkDqB6ZNAVmKY1_5","8","2.7223333","3.0416667","0.3333","0.3333","0"
"R_1pERSTMtylH2tus_2","8,000","3.7500000","3.7500000","0.5000","0.5000","1"
"R_3oTOlb2UT21kncA_5","8-year-old","5.5000000","5.7500000","1.0000","1.0000","6"
"R_5BjrkiX7wiiuXFn_4","8.8","6.1665000","3.8125000","1.0000","0.5000","3"
"R_3Hz9m3bA6uWT3YI_2","80","3.3890000","2.8333333","0.0000","0.3333","0"
"R_1mFvDu8OiiYboIA_5","80's","4.3330000","1.9375000","0.5000","0.0000","1"
"R_b1TbRrcCazNh0Qx_1","80,000","1.0000000","2.3750000","0.0000","0.0000","4"
"R_25vCdsEDRhPJ3w3_2","800","4.2500000","5.3750000","1.0000","1.0000","5"
"R_1eQAOZUF4OeFfld_5","80s","2.0835000","2.3125000","0.0000","0.0000","5"
"R_3nTvynbDUYQMWU7_4","82","3.5000000","3.8750000","0.0000","0.0000","3"
"R_1g5YEkTMm158K6n_4","83","1.1670000","1.1250000","0.0000","0.0000","0"
"R_1eQAOZUF4OeFfld_1","83-year-old","3.8330000","3.0000000","0.0000","0.0000","1"
"R_2w5APqi1FRXTcaf_4","86","3.8330000","1.0000000","0.0000","0.0000","0"
"R_C9sJlQRcb3HIxln_1","87-year-old","5.0000000","4.8750000","1.0000","1.0000","4"
"R_3oTOlb2UT21kncA_1","88","5.8330000","5.7500000","1.0000","1.0000","4"
"R_2c5UkddgXqWcNqs_1","8th","1.6670000","4.5000000","0.0000","1.0000","2"
"R_1DDb7pcl8PkL7Rz_2","9","3.5000000","4.6250000","0.0000","1.0000","8"
"R_3pmv2YByMN0V6jP_3","9/11","1.0000000","1.0000000","0.0000","0.0000","6"
"R_3oTOlb2UT21kncA_1","90","4.4165000","6.1250000","0.5000","1.0000","4"
"R_1mFvDu8OiiYboIA_5","90's","2.8330000","1.0000000","0.0000","0.0000","1"
"R_3mmXh2LU82nVg96_4","90210alum","5.5000000","5.8750000","1.0000","1.0000","8"
"R_3iqHvljEoHkIuA3_3","90s","2.0835000","2.3125000","0.0000","0.0000","1"
"R_WoFlOJ6EsGnQNW1_5","911","3.7085000","4.6250000","0.7500","0.7500","3"
"R_3Q0qIgPdSarp08H_4","99.9","3.1670000","3.7500000","0.0000","0.0000","3"
"R_1HoxPF6qzy4BIwm_5",":","4.6405938","4.4843750","0.7500","0.6875","0"
"R_31Et1v2rps9wNSQ_2",":(","2.9334000","5.4750000","0.4000","0.8000","0"
"R_23f3EJw0565sPzq_5",";","2.8039412","3.5882353","0.1765","0.5294","0"
"R_1E52pkDzk4NF6WW_4","<many","5.0000000","3.8750000","1.0000","0.0000","8"
"R_2xJcBbmJq6tC50y_3","<slowly","3.6670000","5.7500000","0.0000","1.0000","2"
"R_3rPu02mAYdW61Xg_2","?","3.7510030","3.7812500","0.4881","0.4911","0"
"R_wSkDqB6ZNAVmKY1_2","@marvel","4.1670000","4.6250000","1.0000","1.0000","5"
"R_3F2IgdLQxHPguO2_5","@middleditch","5.8330000","5.7500000","1.0000","1.0000","0"
"R_BQYbCIHSznI2RkB_4","[","3.0000000","3.3750000","0.0000","0.0000","1"
"R_3rPu02mAYdW61Xg_2","a","3.6893844","3.7330652","0.4928","0.4793","0"
"R_ZawuD4lhU731A8p_2","aah","4.5000000","6.8750000","1.0000","1.0000","3"
"R_8okZZbyblCqsFNv_2","aare","5.0000000","4.7500000","1.0000","1.0000","1"
"R_3QK3DgRo0DfNS48_1","abandon","3.1670000","5.7500000","0.0000","1.0000","8"
"R_25T5ImOfpOm39RP_4","abandoned","4.6670000","5.8750000","1.0000","1.0000","2"
"R_3QK3DgRo0DfNS48_1","abandoning","3.1670000","5.7500000","0.0000","1.0000","8"
"R_PBbNxpYdnlgFsU9_2","abbasi","5.5000000","6.5000000","1.0000","1.0000","6"
"R_2woWYw6rHTgQXfH_1","abed","5.5000000","2.2500000","1.0000","0.0000","2"
"R_2lTWX8lyNz56VTH_2","abhorrent","4.0000000","4.0000000","1.0000","1.0000","9"
"R_3Gm64BvSHkOeisK_5","abiding","1.0000000","1.1250000","0.0000","0.0000","3"
"R_Cf3oaCWH23zMSdj_1","ability","3.9376250","3.2656250","0.5000","0.2500","1"
"R_DqqsjbW8YKGGs9P_3","abject","2.6665000","4.5000000","0.5000","0.5000","3"
"R_1FPPdbnLwSGuNfD_2","able","4.1078235","3.7610294","0.5735","0.4706","0"
"R_3qjkVDIjECLKnKZ_3","abolishing","2.5000000","2.5000000","0.5000","0.5000","5"
"R_1Cf5NtaZbCAGR7n_5","abolishment","6.0000000","2.0000000","1.0000","0.0000","0"
"R_Dwv0KHEDJhBKMO5_5","abortion","3.3333333","3.7916667","0.3333","0.3333","1"
"R_3rPu02mAYdW61Xg_2","about","3.5895789","3.6802233","0.4833","0.4785","0"
"R_2YV6IEQMUgozwQ1_4","above","4.2962222","4.0416667","0.6667","0.5556","4"
"R_VXt1aIuOzDuJLSV_5","abruptly","7.0000000","7.0000000","1.0000","1.0000","6"
"R_PGMi0XWOtOpaa89_5","absconded","4.0000000","2.0000000","1.0000","0.0000","4"
"R_NXWUciQSQ1AJ7PP_5","absent","2.5000000","2.6250000","0.0000","0.0000","6"
"R_2c5BkaXnplhofbP_1","absolute","3.0000000","3.1250000","0.5000","0.5000","6"
"R_1n8frNuDYCk5bfB_1","absolutely","4.1945000","5.2013889","0.5556","0.7778","0"
"R_2Y3T8M1nbUNrgGx_1","abstract","6.3330000","7.0000000","1.0000","1.0000","8"
"R_tPuj2guRW2IW3Ul_2","absurd","2.6670000","3.0000000","0.5000","0.5000","8"
"R_1LNJZAfnVTV5mcq_3","absurdity","2.3335000","1.4375000","0.0000","0.0000","4"
"R_3oTOlb2UT21kncA_5","abubakar","5.5000000","5.7500000","1.0000","1.0000","6"
"R_3oTOlb2UT21kncA_5","abuja","5.5000000","5.7500000","1.0000","1.0000","6"
"R_3qDqiG7g35x0oqN_5","abundant","4.3330000","2.8750000","1.0000","0.0000","1"
"R_1GTTZIslL1qczgw_5","abuse","3.5166000","5.0875000","0.5000","0.7000","0"
"R_26l2l9FSAQm96PJ_5","abused","4.1061818","4.1250000","0.6364","0.4545","0"
"R_1E52pkDzk4NF6WW_4","abuser","5.0000000","3.8750000","1.0000","0.0000","8"
"R_3njSNhzart0R0sE_4","abusers","4.1670000","4.0000000","1.0000","1.0000","0"
"R_2YArZsw1g1y22lR_3","abuses","3.5417500","3.8437500","0.7500","0.2500","2"
"R_1CwqF3XMcOybgIW_2","abusing","4.3333333","5.3750000","0.6667","1.0000","2"
"R_3npi2r9WK3X6C5j_1","abut","3.8330000","6.6250000","0.0000","1.0000","6"
"R_3JhpdFn06BA1uDA_1","academia","1.0000000","1.8750000","0.0000","0.0000","1"
"R_1pERSTMtylH2tus_2","academic","3.5000000","3.5000000","0.0000","0.0000","1"
"R_D6kCbvPIjlUSHAd_3","academics","1.5000000","1.0000000","0.0000","0.0000","6"
"R_3nTvynbDUYQMWU7_1","academy","2.8335000","4.3125000","0.0000","0.5000","1"
"R_2B4puxXUMXitzLT_4","accelerating","6.0000000","6.0000000","1.0000","1.0000","0"
"R_22Pw5eZwHTEvBrR_4","accept","2.6667500","3.3750000","0.3750","0.2500","1"
"R_3rPu02mAYdW61Xg_2","acceptable","3.0417500","4.6250000","0.2500","0.6250","0"
"R_1FPPdbnLwSGuNfD_2","acceptance","5.3330000","6.2500000","1.0000","1.0000","0"
"R_1n8frNuDYCk5bfB_4","accepted","3.7334000","5.0500000","0.6000","0.6000","0"
"R_3nIBkYebSUyUro6_1","accepting","3.7917500","2.8437500","0.5000","0.5000","2"
"R_2rB0hjJf3MDIvLy_3","access","3.7737857","3.0000000","0.6429","0.3571","1"
"R_1nSHXIH282d3nd3_4","accessed","4.6670000","5.1250000","1.0000","1.0000","1"
"R_1FPPdbnLwSGuNfD_1","accessible","6.5000000","4.5625000","1.0000","0.5000","2"
"R_3HuhNUxFcsxCt8c_5","accident","4.3933600","4.1800000","0.6800","0.6800","0"
"R_2EougSpp1xd4X4Z_5","accidents","4.9500000","4.4625000","0.8000","0.6000","0"
"R_3npi2r9WK3X6C5j_4","acclaimed","4.5000000","4.0000000","1.0000","1.0000","2"
"R_2B8Px06tE3ZGxiX_1","accompanying","3.5000000","4.3750000","0.0000","1.0000","3"
"R_2V1EtzSABylaDxN_5","accomplish","2.2500000","2.2500000","0.0000","0.0000","3"
"R_2YSo0mxaFU2yiU6_2","accomplished","4.5000000","5.4583333","0.6667","0.6667","1"
"R_23f3EJw0565sPzq_3","accomplishments","4.0000000","4.1250000","0.5000","0.5000","2"
"R_2R2E5hgGHIaKHXz_4","accord","1.0000000","4.2500000","0.0000","1.0000","2"
"R_1IRRIFlrEvyBc83_2","according","4.6667647","4.2941176","0.7059","0.7059","0"
"R_1JIKlQNZtgmcU6i_4","accordingly","7.0000000","7.0000000","1.0000","1.0000","6"
"R_2V1EtzSABylaDxN_2","accords","2.5835000","3.5000000","0.5000","0.5000","5"
"R_1pWjqW6tA6K6MYj_2","account","2.8020625","3.4453125","0.2500","0.4375","0"
"R_1jiDZxx7qFmkgVt_1","accountability","3.3890000","4.7500000","0.3333","1.0000","0"
"R_2ZHUXU5dQB2meI7_5","accountable","3.2085000","4.7500000","0.2500","0.7500","0"
"R_3mmXh2LU82nVg96_1","accounts","2.7272727","4.3409091","0.3636","0.5455","1"
"R_vUBJ2mNrSE6rEGd_1","accumulate","2.5000000","1.3750000","0.0000","0.0000","5"
"R_3O7WLq2c6Zv9pVO_4","accurate","1.0000000","1.0000000","0.0000","0.0000","1"
"R_1pERSTMtylH2tus_4","accusations","3.6670000","2.8750000","0.0000","0.0000","3"
"R_3qjkVDIjECLKnKZ_5","accuse","2.0000000","6.0000000","0.0000","1.0000","9"
"R_1pERSTMtylH2tus_5","accused","3.8610000","3.9375000","0.5000","0.6667","0"
"R_1Iu8tApfebA0WZs_2","accusing","4.5000000","5.6250000","0.5000","1.0000","1"
"R_10Oubo14iYzYg4P_4","accustomed","1.9165000","1.3750000","0.0000","0.0000","0"
"R_2tDV8bFKDgO3SKV_2","achieve","3.9165000","3.0000000","0.5000","0.5000","3"
"R_3qjkVDIjECLKnKZ_1","achieved","5.6665000","2.0625000","1.0000","0.0000","0"
"R_PBbNxpYdnlgFsU9_3","achievement","3.5000000","4.7500000","0.0000","1.0000","2"
"R_wSkDqB6ZNAVmKY1_1","achieving","4.5000000","4.6250000","1.0000","1.0000","4"
"R_3lEy7CLfIzh1GHd_2","acknowledge","2.3890000","3.7500000","0.3333","0.6667","1"
